myear,fuel,transmission,km,body,Color,Engine Type,No of Cylinder,Length,Width,Height,Seats,Gear Box,Drive Type,Steering Type,owner_type,state,City,listed_price
2021,petrol,manual,5386.0,hatchback,starry night,1.0 l turbo gdi petrol,3.0,3995.0,1775.0,1505.0,5.0,6 speed,,power,second,karnataka,bangalore,896892.0
2019,petrol,manual,48422.0,hatchback,polar white,kappa vtvt petrol engine,4.0,3985.0,1734.0,1505.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,691930.0
2015,petrol,manual,26723.0,hatchback,star dust,kappa vtvt petrol engine,4.0,3985.0,1734.0,1505.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,500000.0
2018,petrol,manual,50000.0,hatchback,silver,kappa vtvt petrol engine,4.0,3765.0,1660.0,1520.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,515000.0
2019,petrol,manual,20631.0,suv,white,vtvt petrol engine,4.0,4270.0,1780.0,1665.0,5.0,6 speed,fwd,power,first,karnataka,bangalore,1174763.0
2019,petrol,automatic,15599.0,hatchback,typhoon silver,kappa vtvt petrol engine,4.0,3985.0,1734.0,1505.0,5.0,5 speed,fwd,power,second,karnataka,bangalore,780000.0
2009,petrol,manual,92386.0,hatchback,blue,dohc engine,4.0,3585.0,1595.0,1550.0,5.0,5 speed,fwd,power,fourth,karnataka,bangalore,160000.0
2010,petrol,manual,117620.0,sedan,silver,petrol engine,4.0,4250.0,1670.0,1370.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,174463.0
2011,petrol,manual,39313.0,hatchback,white,irde2 engine,4.0,3585.0,1595.0,1550.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,237295.0
2009,petrol,manual,54028.0,sedan,golden,in-line engine,4.0,4310.0,1695.0,1490.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,288531.0
2007,petrol,manual,139785.0,hatchback,blue,dohc kappa2 engine,4.0,3585.0,1595.0,1550.0,5.0,5 speed,fwd,power,third,karnataka,bangalore,225000.0
2009,petrol,manual,112673.0,sedan,silver,in-line engine,4.0,4250.0,1670.0,1370.0,5.0,5 speed,,power,second,karnataka,bangalore,200000.0
2021,petrol,manual,4593.0,hatchback,blue,1.2 kappa petrol,4.0,3805.0,1680.0,1520.0,5.0,5 speed,,power,first,karnataka,bangalore,735242.0
2016,petrol,manual,50000.0,hatchback,white,kappa vtvt petrol engine,4.0,3985.0,1734.0,1505.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,725000.0
2011,petrol,manual,65115.0,hatchback,sleek silver,dohc kappa2 engine,4.0,3585.0,1595.0,1550.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,275000.0
2017,petrol,manual,64921.0,suv,white,vtvt petrol engine,4.0,4270.0,1780.0,1630.0,5.0,6 speed,fwd,power,first,karnataka,bangalore,1000000.0
2010,petrol,manual,43147.0,hatchback,silver,sohc irde2 engine,4.0,3585.0,1595.0,1550.0,5.0,5 speed,fwd,manual,first,karnataka,bangalore,181369.0
2020,petrol,automatic,13879.0,hatchback,typhoon silver,1.2 l kappa petrol,4.0,3995.0,1775.0,1505.0,5.0,,,power,first,karnataka,bangalore,970000.0
2018,petrol,manual,29142.0,suv,polar white,vtvt petrol engine,4.0,4270.0,1780.0,1665.0,5.0,6 speed,fwd,power,first,karnataka,bangalore,1250000.0
2012,petrol,manual,61527.0,hatchback,pristine blue,petrol engine,3.0,3495.0,1550.0,1500.0,5.0,5 speed,fwd,manual,first,karnataka,bangalore,192365.0
2014,petrol,manual,73778.0,sedan,silver,kappa vtvt petrol engine,4.0,3995.0,1660.0,1520.0,5.0,5 speed,fwd,power,third,karnataka,bangalore,376000.0
2019,petrol,automatic,16892.0,suv,white,,3.0,3995.0,1770.0,1605.0,5.0,7 speed,fwd,power,first,karnataka,bangalore,1065000.0
2015,petrol,manual,34027.0,hatchback,pure white,irde2 engine,4.0,3585.0,1595.0,1550.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,342760.0
2014,petrol,manual,14282.0,sedan,black,vtvt petrol engine,4.0,4375.0,1700.0,1475.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,650000.0
2017,petrol,manual,69256.0,hatchback,grey,kappa vtvt petrol engine,4.0,3985.0,1734.0,1505.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,655000.0
2008,petrol,automatic,93749.0,hatchback,red,dohc engine,4.0,3585.0,1595.0,1550.0,5.0,4 speed,fwd,power,first,karnataka,bangalore,212825.0
2011,petrol,automatic,60936.0,sedan,silver,vtvt petrol engine,4.0,4370.0,1700.0,1475.0,5.0,5 speed,fwd,power,third,karnataka,bangalore,420000.0
2020,petrol,manual,16756.0,hatchback,blue,kappa vtvt petrol engine,4.0,3765.0,1660.0,1520.0,5.0,5 speed,fwd,power,second,karnataka,bangalore,648459.0
2012,petrol,manual,34707.0,sedan,white,vtvt petrol engine,4.0,4370.0,1700.0,1475.0,5.0,5 speed,fwd,power,second,karnataka,bangalore,518452.0
2013,petrol,manual,3972.0,hatchback,twilight blue - hyundai grand i10,kappa vtvt petrol engine,4.0,3765.0,1660.0,1520.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,356522.0
2010,petrol,manual,70380.0,hatchback,black,irde2 engine,4.0,3585.0,1595.0,1550.0,5.0,5 speed,fwd,power,second,karnataka,bangalore,210929.0
2017,petrol,automatic,24979.0,hatchback,fiery red,kappa vtvt petrol engine,4.0,3765.0,1660.0,1520.0,5.0,4 speed,fwd,power,first,karnataka,bangalore,597027.0
2011,petrol,manual,48568.0,hatchback,red,irde2 engine,4.0,3585.0,1595.0,1550.0,5.0,5 speed,fwd,power,third,karnataka,bangalore,221476.0
2020,petrol,manual,13933.0,hatchback,aqua teal dual tone,1.2 kappa petrol,4.0,3805.0,1680.0,1520.0,5.0,5 speed,,power,first,karnataka,bangalore,650000.0
2013,petrol,manual,61524.0,sedan,pure white,vtvt petrol engine,4.0,4375.0,1700.0,1475.0,5.0,5 speed,fwd,power,third,karnataka,bangalore,500000.0
2009,petrol,manual,50718.0,sedan,silver,in-line engine,4.0,4310.0,1695.0,1490.0,5.0,5 speed,fwd,power,second,karnataka,bangalore,207067.0
2010,petrol,manual,67798.0,hatchback,grey,petrol engine,4.0,3585.0,1595.0,1550.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,241274.0
2014,petrol,manual,72637.0,hatchback,white,kappa vtvt petrol engine,4.0,3985.0,1734.0,1505.0,5.0,5 speed,fwd,power,second,karnataka,bangalore,473177.0
2012,petrol,manual,23655.0,hatchback,blue,petrol engine,3.0,3495.0,1550.0,1500.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,264815.0
2017,petrol,automatic,17742.0,hatchback,sleek silver,kappa vtvt petrol engine,4.0,3765.0,1660.0,1520.0,5.0,4 speed,fwd,power,second,karnataka,bangalore,516354.0
2019,petrol,manual,21480.0,hatchback,fiery red,kappa vtvt petrol engine,4.0,3985.0,1734.0,1505.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,700249.0
2019,petrol,manual,26000.0,sedan,white,vtvt petrol engine,4.0,4440.0,1729.0,1475.0,5.0,6 speed,fwd,power,first,karnataka,bangalore,1150000.0
2013,petrol,manual,27845.0,hatchback,grey,petrol engine,3.0,3495.0,1550.0,1500.0,5.0,5 speed,fwd,power,second,karnataka,bangalore,227816.0
2018,petrol,manual,22224.0,hatchback,fiery red,vtvt petrol engine,4.0,3995.0,1760.0,1555.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,738816.0
2014,petrol,manual,29161.0,hatchback,silver,petrol engine,3.0,3495.0,1550.0,1500.0,5.0,5 speed,fwd,power,second,karnataka,bangalore,241187.0
2018,petrol,manual,52093.0,sedan,polar white,vtvt petrol engine,4.0,4440.0,1729.0,1475.0,5.0,6 speed,fwd,power,first,karnataka,bangalore,813477.0
2018,petrol,automatic,20374.0,hatchback,white,kappa vtvt petrol engine,4.0,3985.0,1734.0,1505.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,666991.0
2008,petrol,manual,35111.0,hatchback,grey,petrol engine,3.0,3565.0,1525.0,1590.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,155949.0
2009,petrol,manual,41965.0,hatchback,red,petrol engine,4.0,3585.0,1595.0,1550.0,5.0,5 speed,fwd,power,second,karnataka,bangalore,152144.0
2015,petrol,manual,48979.0,sedan,blue,kappa vtvt petrol engine,4.0,3995.0,1660.0,1520.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,471288.0
2008,petrol,manual,70031.0,hatchback,red,petrol engine,3.0,3565.0,1525.0,1590.0,5.0,5 speed,fwd,power,second,karnataka,bangalore,146187.0
2020,petrol,manual,8536.0,hatchback,star dust,kappa vtvt petrol engine,4.0,3985.0,1734.0,1505.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,751707.0
2021,petrol,manual,9661.0,suv,grey,kappa 1.2 l mpi petrol,4.0,3995.0,1770.0,1605.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,764712.0
2014,petrol,manual,54000.0,hatchback,star dust,kappa vtvt petrol engine,4.0,3985.0,1734.0,1505.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,446356.0
2012,petrol,manual,97031.0,hatchback,white,in-line engine,4.0,3940.0,1710.0,1505.0,5.0,5 speed,,power,second,karnataka,bangalore,310789.0
2009,petrol,manual,72129.0,hatchback,grey,dohc engine,4.0,3585.0,1595.0,1550.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,188963.0
2019,petrol,manual,35070.0,suv,passion orange,vtvt petrol engine,4.0,4270.0,1780.0,1665.0,5.0,6 speed,fwd,power,first,karnataka,bangalore,1128993.0
2008,petrol,manual,295417.0,hatchback,grey,dohc kappa2 engine,4.0,3585.0,1595.0,1550.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,173717.0
2018,petrol,automatic,26692.0,suv,silver,vtvt petrol engine,4.0,4270.0,1780.0,1630.0,5.0,6 speed,fwd,power,first,karnataka,bangalore,1246516.0
2016,petrol,manual,24395.0,hatchback,twilight blue - hyundai grand i10,kappa vtvt petrol engine,4.0,3765.0,1660.0,1520.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,452071.0
2021,petrol,manual,10283.0,hatchback,fiery red,1.2 l kappa petrol,4.0,3995.0,1775.0,1505.0,5.0,5 speed,,power,first,karnataka,bangalore,844228.0
2016,petrol,manual,84000.0,sedan,red,vtvt petrol engine,4.0,4375.0,1700.0,1475.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,825000.0
2010,petrol,manual,57882.0,hatchback,grey,dohc engine,4.0,3585.0,1595.0,1550.0,5.0,5 speed,fwd,power,fourth,karnataka,bangalore,217379.0
2017,petrol,manual,32369.0,hatchback,brown,vtvt petrol engine,4.0,3995.0,1760.0,1555.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,644720.0
2020,petrol,manual,11000.0,hatchback,grey,1.2 kappa petrol,4.0,3805.0,1680.0,1520.0,5.0,5 speed,,power,first,karnataka,bangalore,685000.0
2008,petrol,manual,31212.0,hatchback,blue,irde2 engine,4.0,3585.0,1595.0,1550.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,190345.0
2016,petrol,manual,48897.0,hatchback,brown,vtvt petrol engine,4.0,3995.0,1760.0,1555.0,5.0,5 speed,fwd,power,third,karnataka,bangalore,531569.0
2008,petrol,manual,128509.0,hatchback,black,irde2 engine,4.0,3585.0,1595.0,1550.0,5.0,5 speed,fwd,power,third,karnataka,bangalore,160986.0
2011,petrol,manual,33560.0,hatchback,grey,in-line engine,4.0,3940.0,1710.0,1505.0,5.0,5 speed,,power,first,karnataka,bangalore,271518.0
2011,petrol,automatic,40821.0,hatchback,golden,dohc kappa2 engine,4.0,3585.0,1595.0,1550.0,5.0,4 speed,fwd,power,first,karnataka,bangalore,286211.0
2020,petrol,automatic,12729.0,hatchback,blue,1.2 kappa petrol,4.0,3805.0,1680.0,1520.0,5.0,5 speed,,power,second,karnataka,bangalore,791445.0
2009,petrol,manual,92928.0,hatchback,white,dohc kappa2 engine,4.0,3585.0,1595.0,1550.0,5.0,5 speed,fwd,power,fourth,karnataka,bangalore,177676.0
2020,petrol,manual,12590.0,hatchback,aqua teal,1.0 turbo gdi petrol,3.0,3805.0,1680.0,1520.0,5.0,5 speed,,power,first,karnataka,bangalore,725260.0
2008,petrol,manual,55247.0,sedan,real earth,in-line engine,4.0,4310.0,1695.0,1490.0,5.0,5 speed,fwd,power,fifth,karnataka,bangalore,198234.0
2017,petrol,manual,44864.0,sedan,sleek silver,vtvt petrol engine,4.0,4375.0,1700.0,1475.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,797088.0
2016,petrol,manual,31202.0,sedan,pure white,vtvt petrol engine,4.0,4375.0,1700.0,1475.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,737952.0
2019,petrol,automatic,21262.0,hatchback,white,kappa vtvt petrol engine,4.0,3985.0,1734.0,1505.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,850570.0
2008,petrol,manual,25163.0,hatchback,grey,in-line engine,4.0,3565.0,1525.0,1590.0,5.0,5 speed,,power,first,karnataka,bangalore,104564.0
2017,petrol,automatic,29927.0,hatchback,silver,kappa vtvt petrol engine,4.0,3765.0,1660.0,1520.0,5.0,4 speed,fwd,power,second,karnataka,bangalore,547437.0
2017,petrol,manual,12078.0,hatchback,silver,kappa vtvt petrol engine,4.0,3765.0,1660.0,1520.0,5.0,5 speed,fwd,power,second,karnataka,bangalore,600000.0
2014,petrol,manual,54587.0,sedan,sleek silver,kappa vtvt petrol engine,4.0,3995.0,1660.0,1520.0,5.0,5 speed,fwd,power,second,karnataka,bangalore,360000.0
2018,petrol,manual,36490.0,hatchback,red,kappa vtvt petrol engine,4.0,3985.0,1734.0,1505.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,700000.0
2008,petrol,manual,57238.0,hatchback,white,in-line engine,4.0,3825.0,1665.0,1515.0,5.0,5 speed,,power,second,karnataka,bangalore,130000.0
2014,petrol,manual,38550.0,hatchback,brown,kappa vtvt petrol engine,4.0,3995.0,1710.0,1505.0,5.0,5 speed,fwd,power,second,karnataka,bangalore,368221.0
2016,petrol,manual,39185.0,hatchback,polar white,kappa vtvt petrol engine,4.0,3985.0,1734.0,1505.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,565303.0
2012,petrol,manual,47738.0,hatchback,golden,dohc kappa2 engine,4.0,3585.0,1595.0,1550.0,5.0,5 speed,fwd,power,second,karnataka,bangalore,264047.0
2012,petrol,manual,69729.0,hatchback,red,petrol engine,3.0,3495.0,1550.0,1500.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,219153.0
2015,petrol,manual,39093.0,hatchback,polar white,petrol engine,3.0,3495.0,1550.0,1500.0,5.0,5 speed,fwd,power,second,karnataka,bangalore,259608.0
2014,petrol,manual,31098.0,hatchback,white,petrol engine,3.0,3495.0,1550.0,1500.0,5.0,5 speed,fwd,power,second,karnataka,bangalore,267154.0
2012,petrol,manual,103479.0,sedan,white,vtvt petrol engine,4.0,4370.0,1700.0,1475.0,5.0,5 speed,fwd,power,third,karnataka,bangalore,407355.0
2012,petrol,manual,70768.0,hatchback,red,kappa petrol engine,4.0,3585.0,1595.0,1550.0,5.0,5 speed,fwd,power,second,karnataka,bangalore,300000.0
2016,petrol,manual,68360.0,hatchback,star dust,kappa vtvt petrol engine,4.0,3985.0,1734.0,1505.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,410000.0
2010,petrol,manual,89245.0,hatchback,sleek silver,irde2 engine,4.0,3585.0,1595.0,1550.0,5.0,5 speed,fwd,power,second,karnataka,bangalore,250000.0
2019,petrol,manual,43556.0,hatchback,star dust,kappa vtvt petrol engine,4.0,3985.0,1734.0,1505.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,608825.0
2017,petrol,manual,14013.0,hatchback,brown,vtvt petrol engine,4.0,3995.0,1760.0,1555.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,663626.0
2011,petrol,automatic,42155.0,hatchback,white,in-line engine,4.0,3565.0,1595.0,1550.0,5.0,4 speed,,power,second,karnataka,bangalore,304897.0
2020,petrol,automatic,11544.0,hatchback,blue,1.2 kappa petrol,4.0,3805.0,1680.0,1520.0,5.0,5 speed,,power,first,karnataka,bangalore,791445.0
2010,petrol,manual,55246.0,hatchback,sleek silver,petrol engine,3.0,3565.0,1525.0,1590.0,5.0,5 speed,fwd,power,second,karnataka,bangalore,185234.0
2012,petrol,manual,77815.0,sedan,purple,vtvt petrol engine,4.0,4375.0,1700.0,1475.0,5.0,5 speed,fwd,power,second,karnataka,bangalore,450000.0
2012,petrol,manual,90785.0,hatchback,red,dohc kappa2 engine,4.0,3585.0,1595.0,1550.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,300000.0
2020,petrol,manual,29101.0,hatchback,typhoon silver,kappa vtvt petrol engine,4.0,3985.0,1734.0,1505.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,750000.0
2019,petrol,manual,19580.0,hatchback,imperial beige,1.1 litre petrol engine,4.0,3610.0,1645.0,1560.0,5.0,5 speed,fwd,power,second,karnataka,bangalore,503545.0
2011,petrol,manual,68388.0,hatchback,golden,in-line engine,4.0,3940.0,1710.0,1505.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,301791.0
2017,petrol,manual,47078.0,hatchback,blue,kappa vtvt petrol engine,4.0,3985.0,1734.0,1505.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,629351.0
2014,petrol,manual,49964.0,hatchback,star dust,irde2 engine,4.0,3585.0,1595.0,1550.0,5.0,5 speed,fwd,power,third,karnataka,bangalore,313109.0
2016,petrol,manual,45827.0,hatchback,star dust,kappa vtvt petrol engine,4.0,3985.0,1734.0,1505.0,5.0,5 speed,fwd,power,second,karnataka,bangalore,450713.0
2015,petrol,manual,74681.0,hatchback,red,kappa vtvt petrol engine,4.0,3985.0,1734.0,1505.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,523116.0
2022,petrol,manual,8988.0,hatchback,typhoon silver,1.2 kappa petrol,4.0,3805.0,1680.0,1520.0,5.0,5 speed,,power,second,karnataka,bangalore,735242.0
2010,petrol,manual,23466.0,hatchback,white,dohc engine,4.0,3565.0,1595.0,1550.0,5.0,5 speed,fwd,power,second,karnataka,bangalore,259878.0
2013,petrol,manual,39630.0,hatchback,grey,petrol engine,3.0,3495.0,1550.0,1500.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,236780.0
2016,petrol,manual,46000.0,hatchback,white,kappa vtvt petrol engine,4.0,3985.0,1734.0,1505.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,595000.0
2010,petrol,manual,47140.0,hatchback,red,dohc kappa2 engine,4.0,3585.0,1595.0,1550.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,231715.0
2020,petrol,manual,2997.0,hatchback,typhoon silver,kappa vtvt petrol engine,4.0,3985.0,1734.0,1505.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,750997.0
2018,petrol,manual,18131.0,hatchback,white,kappa vtvt petrol engine,4.0,3985.0,1734.0,1505.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,750000.0
2010,petrol,manual,108113.0,hatchback,red,in-line engine,4.0,3940.0,1710.0,1505.0,5.0,5 speed,,power,second,karnataka,bangalore,300000.0
2016,petrol,automatic,25664.0,suv,silver,vtvt petrol engine,4.0,4270.0,1780.0,1630.0,5.0,6 speed,fwd,power,first,karnataka,bangalore,1100000.0
2016,petrol,manual,51000.0,suv,white,vtvt petrol engine,4.0,4270.0,1780.0,1630.0,5.0,6 speed,fwd,power,first,karnataka,bangalore,1040000.0
2014,petrol,manual,96193.0,hatchback,stardust,kappa vtvt petrol engine,4.0,3765.0,1660.0,1520.0,5.0,5 speed,fwd,power,third,karnataka,bangalore,330000.0
2012,petrol,manual,62043.0,hatchback,grey,dohc kappa2 engine,4.0,3585.0,1595.0,1550.0,5.0,5 speed,fwd,power,second,karnataka,bangalore,300000.0
2021,petrol,manual,8316.0,sedan,fiery red,1.2 l kappa dual petrol,4.0,3995.0,1680.0,1520.0,5.0,5 speed,,power,first,karnataka,bangalore,700000.0
2011,petrol,manual,75343.0,hatchback,grey,dohc kappa2 engine,4.0,3585.0,1595.0,1550.0,5.0,5 speed,fwd,power,second,karnataka,bangalore,300000.0
2021,petrol,automatic,1560.0,hatchback,fiery red,1.0 turbo gdi,3.0,3995.0,1775.0,1505.0,5.0,7 speed,,power,first,karnataka,bangalore,1200000.0
2018,petrol,manual,12803.0,hatchback,grey,kappa vtvt petrol engine,4.0,3765.0,1660.0,1520.0,5.0,5 speed,fwd,power,second,karnataka,bangalore,600000.0
2009,petrol,manual,104268.0,sedan,blue,in-line engine,4.0,4310.0,1695.0,1490.0,5.0,5 speed,fwd,power,second,karnataka,bangalore,210000.0
2016,petrol,manual,41795.0,sedan,passion red,vtvt petrol engine,4.0,4375.0,1700.0,1475.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,700000.0
2017,petrol,automatic,81456.0,suv,grey,vtvt petrol engine,4.0,4270.0,1780.0,1630.0,5.0,6 speed,fwd,power,second,karnataka,bangalore,1068442.0
2016,petrol,manual,57194.0,hatchback,silver,kappa vtvt petrol engine,4.0,3765.0,1660.0,1520.0,5.0,5 speed,fwd,power,second,karnataka,bangalore,420000.0
2017,petrol,manual,18748.0,hatchback,white,petrol engine,3.0,3495.0,1550.0,1500.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,425000.0
2018,petrol,manual,24076.0,sedan,polar white,vtvt petrol engine,4.0,4440.0,1729.0,1475.0,5.0,6 speed,fwd,power,first,karnataka,bangalore,950000.0
2010,petrol,manual,46452.0,hatchback,golden,irde2 engine,4.0,3585.0,1595.0,1550.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,350000.0
2012,petrol,manual,66000.0,sedan,grey,vtvt petrol engine,4.0,4375.0,1700.0,1475.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,515000.0
2018,petrol,manual,32000.0,hatchback,white,kappa vtvt petrol engine,4.0,3985.0,1734.0,1505.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,825000.0
2021,petrol,manual,35487.0,hatchback,fiery red,1.2 l kappa petrol,4.0,3995.0,1775.0,1505.0,5.0,5 speed,,power,second,karnataka,bangalore,620000.0
2009,petrol,manual,66855.0,hatchback,silver,in-line engine,4.0,3940.0,1710.0,1505.0,5.0,5 speed,,power,fourth,karnataka,bangalore,250000.0
2016,petrol,manual,74053.0,hatchback,red,petrol engine,3.0,3495.0,1550.0,1500.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,250000.0
2019,petrol,manual,35000.0,suv,black,vtvt petrol engine,4.0,4270.0,1780.0,1665.0,5.0,6 speed,fwd,power,second,karnataka,bangalore,1195000.0
2009,petrol,manual,68679.0,hatchback,white,in-line engine,4.0,3940.0,1710.0,1505.0,5.0,5 speed,,power,third,karnataka,bangalore,350000.0
2014,petrol,manual,64311.0,hatchback,red,kappa vtvt petrol engine,4.0,3995.0,1710.0,1505.0,5.0,5 speed,fwd,power,third,karnataka,bangalore,500000.0
2021,petrol,manual,4308.0,suv,titan grey,2.0 l petrol mpi engine,4.0,4500.0,1790.0,1675.0,6.0,6 speed,,power,first,karnataka,bangalore,1951372.0
2020,petrol,automatic,9749.0,hatchback,polar white,1.0 l turbo gdi petrol,3.0,3995.0,1775.0,1505.0,5.0,7 speed,,power,first,karnataka,bangalore,1000000.0
2015,petrol,manual,29481.0,hatchback,stardust,kappa vtvt petrol engine,4.0,3765.0,1660.0,1520.0,5.0,5 speed,fwd,power,second,karnataka,bangalore,500000.0
2011,petrol,manual,38083.0,hatchback,sleek silver,petrol engine,3.0,3565.0,1525.0,1590.0,5.0,5 speed,fwd,power,fourth,karnataka,bangalore,200000.0
2013,petrol,manual,67902.0,sedan,sleek silver,vtvt petrol engine,4.0,4370.0,1700.0,1475.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,419566.0
2020,petrol,manual,45706.0,hatchback,polar white,kappa vtvt petrol engine,4.0,3985.0,1734.0,1505.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,680000.0
2015,petrol,manual,11935.0,hatchback,pure white,kappa vtvt petrol engine,4.0,3765.0,1660.0,1520.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,450000.0
2010,petrol,manual,54074.0,hatchback,silver,in-line engine,4.0,3940.0,1710.0,1505.0,5.0,5 speed,fwd,power,third,karnataka,bangalore,320000.0
2018,petrol,manual,59721.0,hatchback,polar white,kappa vtvt petrol engine,4.0,3765.0,1660.0,1520.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,450000.0
2016,petrol,manual,77962.0,hatchback,blue,kappa vtvt petrol engine,4.0,3765.0,1660.0,1520.0,5.0,5 speed,fwd,power,second,karnataka,bangalore,700000.0
2015,petrol,manual,34119.0,hatchback,white,kappa vtvt petrol engine,4.0,3985.0,1734.0,1505.0,5.0,5 speed,fwd,power,second,karnataka,bangalore,650000.0
2010,petrol,manual,62248.0,hatchback,red,petrol engine,4.0,3585.0,1595.0,1550.0,5.0,5 speed,fwd,power,third,karnataka,bangalore,250000.0
2015,petrol,manual,41058.0,hatchback,sleek silver,petrol engine,3.0,3495.0,1550.0,1500.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,250000.0
2009,petrol,manual,55127.0,sedan,silver,in-line engine,4.0,4310.0,1695.0,1490.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,300000.0
2010,petrol,manual,40674.0,sedan,diamond black,petrol engine,4.0,4250.0,1670.0,1370.0,5.0,5 speed,fwd,power,third,karnataka,bangalore,230000.0
2017,petrol,manual,91621.0,hatchback,white,kappa vtvt petrol engine,4.0,3765.0,1660.0,1520.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,546000.0
2019,petrol,manual,69017.0,hatchback,blue,1.1 litre petrol engine,4.0,3610.0,1645.0,1560.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,513000.0
2011,petrol,manual,79000.0,hatchback,grey,dohc engine,4.0,3585.0,1595.0,1550.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,290000.0
2010,petrol,manual,90000.0,hatchback,black,1.2 l kappa petrol,4.0,3995.0,1775.0,1505.0,5.0,5 speed,,power,first,karnataka,bangalore,295000.0
2017,petrol,manual,49588.0,hatchback,red,kappa vtvt petrol engine,4.0,3765.0,1660.0,1520.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,555849.0
2020,petrol,manual,40000.0,hatchback,white,kappa vtvt petrol engine,4.0,3985.0,1734.0,1505.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,825000.0
2012,petrol,automatic,67586.0,sedan,mushroom,gdi petrol engine,4.0,4820.0,1835.0,1490.0,5.0,6 speed,fwd,power,third,karnataka,bangalore,614421.0
2017,petrol,manual,37392.0,hatchback,silver,kappa vtvt petrol engine,4.0,3765.0,1660.0,1520.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,550000.0
2014,petrol,manual,61618.0,hatchback,white,kappa vtvt petrol engine,4.0,3985.0,1734.0,1505.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,590000.0
2013,petrol,manual,122684.0,hatchback,white,kappa vtvt petrol engine,4.0,3995.0,1710.0,1505.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,410000.0
2018,petrol,manual,4599.0,suv,polar white,vtvt petrol engine,4.0,4270.0,1780.0,1665.0,5.0,6 speed,fwd,power,first,karnataka,bangalore,1200000.0
2014,petrol,manual,65646.0,sedan,red,vtvt petrol engine,4.0,4375.0,1700.0,1475.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,600000.0
